Article_Title,Author,Year,Description,Revue,Volume,Number,Pages
The screening of potassium-and phosphate-solubilizing actinobacteria and the assessment of their ability to promote wheat growth parameters,K Boubekri,2021,"Microorganisms 9 (3), 470, 2021",Microorganisms,9,3,470
The screening of potassium-and phosphate-solubilizing actinobacteria and the assessment of their ability to promote wheat growth parameters,A Soumare,2021,"Microorganisms 9 (3), 470, 2021",Microorganisms,9,3,470
The screening of potassium-and phosphate-solubilizing actinobacteria and the assessment of their ability to promote wheat growth parameters,I Mardad,2021,"Microorganisms 9 (3), 470, 2021",Microorganisms,9,3,470
The screening of potassium-and phosphate-solubilizing actinobacteria and the assessment of their ability to promote wheat growth parameters,K Lyamlouli,2021,"Microorganisms 9 (3), 470, 2021",Microorganisms,9,3,470
The screening of potassium-and phosphate-solubilizing actinobacteria and the assessment of their ability to promote wheat growth parameters,M Hafidi,2021,"Microorganisms 9 (3), 470, 2021",Microorganisms,9,3,470
The screening of potassium-and phosphate-solubilizing actinobacteria and the assessment of their ability to promote wheat growth parameters,Y Ouhdouch,2021,"Microorganisms 9 (3), 470, 2021",Microorganisms,9,3,470
Isolation and characterization of rock phosphate solubilizing actinobacteria from a Togolese phosphate mine,H Hamdali,2012,"African Journal of Biotechnology 11 (2), 312, 2012",African Journal of Biotechnology,11,2,312
Isolation and characterization of rock phosphate solubilizing actinobacteria from a Togolese phosphate mine,K Moursalou,2012,"African Journal of Biotechnology 11 (2), 312, 2012",African Journal of Biotechnology,11,2,312
Isolation and characterization of rock phosphate solubilizing actinobacteria from a Togolese phosphate mine,G Tchangbedji,2012,"African Journal of Biotechnology 11 (2), 312, 2012",African Journal of Biotechnology,11,2,312
Isolation and characterization of rock phosphate solubilizing actinobacteria from a Togolese phosphate mine,Y Ouhdouch,2012,"African Journal of Biotechnology 11 (2), 312, 2012",African Journal of Biotechnology,11,2,312
Isolation and characterization of rock phosphate solubilizing actinobacteria from a Togolese phosphate mine,M Hafidi,2012,"African Journal of Biotechnology 11 (2), 312, 2012",African Journal of Biotechnology,11,2,312
Isolation and characterization of rock phosphate solubilizing actinobacteria from a Togolese phosphate mine,Yedir Ouhdouch,2012,"African Journal of Biotechnology 11 (2), 312, 2012",African Journal of Biotechnology,11,2,312
Potential role and utilization of plant growth promoting microbes in plant tissue culture,A Soumare,2021,"Frontiers in Microbiology 12, 649878, 2021",Frontiers in Microbiology,12,,649878
Potential role and utilization of plant growth promoting microbes in plant tissue culture,AG Diédhiou,2021,"Frontiers in Microbiology 12, 649878, 2021",Frontiers in Microbiology,12,,649878
Potential role and utilization of plant growth promoting microbes in plant tissue culture,NK Arora,2021,"Frontiers in Microbiology 12, 649878, 2021",Frontiers in Microbiology,12,,649878
Potential role and utilization of plant growth promoting microbes in plant tissue culture,LK Tawfeeq Al-Ani,2021,"Frontiers in Microbiology 12, 649878, 2021",Frontiers in Microbiology,12,,649878
Potential role and utilization of plant growth promoting microbes in plant tissue culture,M Ngom,2021,"Frontiers in Microbiology 12, 649878, 2021",Frontiers in Microbiology,12,,649878
Potential role and utilization of plant growth promoting microbes in plant tissue culture,S Fall,2021,"Frontiers in Microbiology 12, 649878, 2021",Frontiers in Microbiology,12,,649878
Physiological studies and comparative analysis of rock phosphate solubilization abilities of Actinomycetales originating from Moroccan phosphate mines and of Streptomyces lividans,H Hamdali,2010,"Applied Soil Ecology 44 (1), 24-31, 2010",Applied Soil Ecology,44,1,24-31
Physiological studies and comparative analysis of rock phosphate solubilization abilities of Actinomycetales originating from Moroccan phosphate mines and of Streptomyces lividans,A Smirnov,2010,"Applied Soil Ecology 44 (1), 24-31, 2010",Applied Soil Ecology,44,1,24-31
Physiological studies and comparative analysis of rock phosphate solubilization abilities of Actinomycetales originating from Moroccan phosphate mines and of Streptomyces lividans,C Esnault,2010,"Applied Soil Ecology 44 (1), 24-31, 2010",Applied Soil Ecology,44,1,24-31
Physiological studies and comparative analysis of rock phosphate solubilization abilities of Actinomycetales originating from Moroccan phosphate mines and of Streptomyces lividans,Y Ouhdouch,2010,"Applied Soil Ecology 44 (1), 24-31, 2010",Applied Soil Ecology,44,1,24-31
Physiological studies and comparative analysis of rock phosphate solubilization abilities of Actinomycetales originating from Moroccan phosphate mines and of Streptomyces lividans,MJ Virolle,2010,"Applied Soil Ecology 44 (1), 24-31, 2010",Applied Soil Ecology,44,1,24-31
Physiological studies and comparative analysis of rock phosphate solubilization abilities of Actinomycetales originating from Moroccan phosphate mines and of Streptomyces lividans,Yedir Ouhdouch,2010,"Applied Soil Ecology 44 (1), 24-31, 2010",Applied Soil Ecology,44,1,24-31
A putative role for fusaric acid in biocontrol of the parasitic angiosperm Orobanche ramosa,B Bouizgarne,2006,"Molecular plant-microbe interactions 19 (5), 550-556, 2006",Molecular plant-microbe interactions,19,5,550-556
A putative role for fusaric acid in biocontrol of the parasitic angiosperm Orobanche ramosa,H El-Maarouf-Bouteau,2006,"Molecular plant-microbe interactions 19 (5), 550-556, 2006",Molecular plant-microbe interactions,19,5,550-556
A putative role for fusaric acid in biocontrol of the parasitic angiosperm Orobanche ramosa,K Madiona,2006,"Molecular plant-microbe interactions 19 (5), 550-556, 2006",Molecular plant-microbe interactions,19,5,550-556
A putative role for fusaric acid in biocontrol of the parasitic angiosperm Orobanche ramosa,B Biligui,2006,"Molecular plant-microbe interactions 19 (5), 550-556, 2006",Molecular plant-microbe interactions,19,5,550-556
A putative role for fusaric acid in biocontrol of the parasitic angiosperm Orobanche ramosa,M Monestiez,2006,"Molecular plant-microbe interactions 19 (5), 550-556, 2006",Molecular plant-microbe interactions,19,5,550-556
Efficacy of phosphate solubilizing Actinobacteria to improve rock phosphate agronomic effectiveness and plant growth promotion,A Soumare,2021,"Rhizosphere 17, 100284, 2021",Rhizosphere,17,,100284
Efficacy of phosphate solubilizing Actinobacteria to improve rock phosphate agronomic effectiveness and plant growth promotion,K Boubekri,2021,"Rhizosphere 17, 100284, 2021",Rhizosphere,17,,100284
Efficacy of phosphate solubilizing Actinobacteria to improve rock phosphate agronomic effectiveness and plant growth promotion,K Lyamlouli,2021,"Rhizosphere 17, 100284, 2021",Rhizosphere,17,,100284
Efficacy of phosphate solubilizing Actinobacteria to improve rock phosphate agronomic effectiveness and plant growth promotion,M Hafidi,2021,"Rhizosphere 17, 100284, 2021",Rhizosphere,17,,100284
Efficacy of phosphate solubilizing Actinobacteria to improve rock phosphate agronomic effectiveness and plant growth promotion,Y Ouhdouch,2021,"Rhizosphere 17, 100284, 2021",Rhizosphere,17,,100284
Efficacy of phosphate solubilizing Actinobacteria to improve rock phosphate agronomic effectiveness and plant growth promotion,L Kouisni,2021,"Rhizosphere 17, 100284, 2021",Rhizosphere,17,,100284
Efficacy of phosphate solubilizing Actinobacteria to improve rock phosphate agronomic effectiveness and plant growth promotion,Yedir Ouhdouch,2021,"Rhizosphere 17, 100284, 2021",Rhizosphere,17,,100284
Artemia salina as a new index for assessment of acute cytotoxicity during co-composting of sewage sludge and lignocellulose waste,L El Fels,2016,"Waste management 50, 194-200, 2016",Waste management,50,,194-200
Artemia salina as a new index for assessment of acute cytotoxicity during co-composting of sewage sludge and lignocellulose waste,M Hafidi,2016,"Waste management 50, 194-200, 2016",Waste management,50,,194-200
Artemia salina as a new index for assessment of acute cytotoxicity during co-composting of sewage sludge and lignocellulose waste,Y Ouhdouch,2016,"Waste management 50, 194-200, 2016",Waste management,50,,194-200
Artemia salina as a new index for assessment of acute cytotoxicity during co-composting of sewage sludge and lignocellulose waste,Yedir Ouhdouch,2016,"Waste management 50, 194-200, 2016",Waste management,50,,194-200
Purification of antibiotics from the biocontrol agent Streptomyces anulatus S37 by centrifugal partition chromatography,O Couillerot,2014,"Journal of Chromatography B 944, 30-34, 2014",Journal of Chromatography B,944,,30-34
Purification of antibiotics from the biocontrol agent Streptomyces anulatus S37 by centrifugal partition chromatography,S Loqman,2014,"Journal of Chromatography B 944, 30-34, 2014",Journal of Chromatography B,944,,30-34
Purification of antibiotics from the biocontrol agent Streptomyces anulatus S37 by centrifugal partition chromatography,A Toribio,2014,"Journal of Chromatography B 944, 30-34, 2014",Journal of Chromatography B,944,,30-34
Purification of antibiotics from the biocontrol agent Streptomyces anulatus S37 by centrifugal partition chromatography,J Hubert,2014,"Journal of Chromatography B 944, 30-34, 2014",Journal of Chromatography B,944,,30-34
Purification of antibiotics from the biocontrol agent Streptomyces anulatus S37 by centrifugal partition chromatography,L Gandner,2014,"Journal of Chromatography B 944, 30-34, 2014",Journal of Chromatography B,944,,30-34
Purification of antibiotics from the biocontrol agent Streptomyces anulatus S37 by centrifugal partition chromatography,JM Nuzillard,2014,"Journal of Chromatography B 944, 30-34, 2014",Journal of Chromatography B,944,,30-34
Genetic structure and core collection of the World Olive Germplasm Bank of Marrakech: towards the optimised management and use of Mediterranean olive genetic resources,H Haouane,2011,"Genetica 139, 1083-1094, 2011",Genetica,139,,1083-1094
Genetic structure and core collection of the World Olive Germplasm Bank of Marrakech: towards the optimised management and use of Mediterranean olive genetic resources,A El Bakkali,2011,"Genetica 139, 1083-1094, 2011",Genetica,139,,1083-1094
Genetic structure and core collection of the World Olive Germplasm Bank of Marrakech: towards the optimised management and use of Mediterranean olive genetic resources,A Moukhli,2011,"Genetica 139, 1083-1094, 2011",Genetica,139,,1083-1094
Genetic structure and core collection of the World Olive Germplasm Bank of Marrakech: towards the optimised management and use of Mediterranean olive genetic resources,C Tollon,2011,"Genetica 139, 1083-1094, 2011",Genetica,139,,1083-1094
Genetic structure and core collection of the World Olive Germplasm Bank of Marrakech: towards the optimised management and use of Mediterranean olive genetic resources,S Santoni,2011,"Genetica 139, 1083-1094, 2011",Genetica,139,,1083-1094
Genetic structure and core collection of the World Olive Germplasm Bank of Marrakech: towards the optimised management and use of Mediterranean olive genetic resources,A Oukabli,2011,"Genetica 139, 1083-1094, 2011",Genetica,139,,1083-1094
Induction of natural defence accompanied by salicylic acid-dependant systemic acquired resistance in tomato seedlings in response to bioelicitors isolated from green algae,C El Modafar,2012,"Scientia Horticulturae 138, 55-63, 2012",Scientia Horticulturae,138,,55-63
Induction of natural defence accompanied by salicylic acid-dependant systemic acquired resistance in tomato seedlings in response to bioelicitors isolated from green algae,M Elgadda,2012,"Scientia Horticulturae 138, 55-63, 2012",Scientia Horticulturae,138,,55-63
Induction of natural defence accompanied by salicylic acid-dependant systemic acquired resistance in tomato seedlings in response to bioelicitors isolated from green algae,R El Boutachfaiti,2012,"Scientia Horticulturae 138, 55-63, 2012",Scientia Horticulturae,138,,55-63
Induction of natural defence accompanied by salicylic acid-dependant systemic acquired resistance in tomato seedlings in response to bioelicitors isolated from green algae,E Abouraicha,2012,"Scientia Horticulturae 138, 55-63, 2012",Scientia Horticulturae,138,,55-63
Induction of natural defence accompanied by salicylic acid-dependant systemic acquired resistance in tomato seedlings in response to bioelicitors isolated from green algae,N Zehhar,2012,"Scientia Horticulturae 138, 55-63, 2012",Scientia Horticulturae,138,,55-63
"Arbuscular Mycorrhizal Fungi Mediate Drought Tolerance and Recovery in Two Contrasting Carob (Ceratonia siliqua L.) Ecotypes by Regulating Stomatal, Water …",A Boutasknit,2020,"Plants 9 (1), 80, 2020",Plants,9,1,80
"Arbuscular Mycorrhizal Fungi Mediate Drought Tolerance and Recovery in Two Contrasting Carob (Ceratonia siliqua L.) Ecotypes by Regulating Stomatal, Water …",M Baslam,2020,"Plants 9 (1), 80, 2020",Plants,9,1,80
"Arbuscular Mycorrhizal Fungi Mediate Drought Tolerance and Recovery in Two Contrasting Carob (Ceratonia siliqua L.) Ecotypes by Regulating Stomatal, Water …",M Ait-El-Mokhtar,2020,"Plants 9 (1), 80, 2020",Plants,9,1,80
"Arbuscular Mycorrhizal Fungi Mediate Drought Tolerance and Recovery in Two Contrasting Carob (Ceratonia siliqua L.) Ecotypes by Regulating Stomatal, Water …",M Anli,2020,"Plants 9 (1), 80, 2020",Plants,9,1,80
"Arbuscular Mycorrhizal Fungi Mediate Drought Tolerance and Recovery in Two Contrasting Carob (Ceratonia siliqua L.) Ecotypes by Regulating Stomatal, Water …",R Ben-Laouane,2020,"Plants 9 (1), 80, 2020",Plants,9,1,80
Cell wall-bound phenolic acid and lignin contents in date palm as related to its resistance to Fusarium oxysporum,C El Modafar,2001,"Biologia plantarum 44 (1), 125-130, 2001",Biologia plantarum,44,1,125-130
Cell wall-bound phenolic acid and lignin contents in date palm as related to its resistance to Fusarium oxysporum,E El Boustani,2001,"Biologia plantarum 44 (1), 125-130, 2001",Biologia plantarum,44,1,125-130
Cell wall-bound phenolic acid and lignin contents in date palm as related to its resistance to Fusarium oxysporum,El Modafar cherkaoui,2001,"Biologia plantarum 44 (1), 125-130, 2001",Biologia plantarum,44,1,125-130
Induction of natural defense and protection against Penicillium expansum and Botrytis cinerea in apple fruit in response to bioelicitors isolated from green algae,E Abouraïcha,2015,"Scientia Horticulturae 181, 121-128, 2015",Scientia Horticulturae,181,,121-128
Induction of natural defense and protection against Penicillium expansum and Botrytis cinerea in apple fruit in response to bioelicitors isolated from green algae,Z El Alaoui-Talibi,2015,"Scientia Horticulturae 181, 121-128, 2015",Scientia Horticulturae,181,,121-128
Induction of natural defense and protection against Penicillium expansum and Botrytis cinerea in apple fruit in response to bioelicitors isolated from green algae,R El Boutachfaiti,2015,"Scientia Horticulturae 181, 121-128, 2015",Scientia Horticulturae,181,,121-128
Induction of natural defense and protection against Penicillium expansum and Botrytis cinerea in apple fruit in response to bioelicitors isolated from green algae,E Petit,2015,"Scientia Horticulturae 181, 121-128, 2015",Scientia Horticulturae,181,,121-128
Induction of natural defense and protection against Penicillium expansum and Botrytis cinerea in apple fruit in response to bioelicitors isolated from green algae,B Courtois,2015,"Scientia Horticulturae 181, 121-128, 2015",Scientia Horticulturae,181,,121-128
Seaweed polysaccharides as bio-elicitors of natural defenses in olive trees against verticillium wilt of olive,I Ben Salah,2018,"Journal of Plant Interactions 13 (1), 248-255, 2018",Journal of Plant Interactions,13,1,248-255
Seaweed polysaccharides as bio-elicitors of natural defenses in olive trees against verticillium wilt of olive,S Aghrouss,2018,"Journal of Plant Interactions 13 (1), 248-255, 2018",Journal of Plant Interactions,13,1,248-255
Seaweed polysaccharides as bio-elicitors of natural defenses in olive trees against verticillium wilt of olive,A Douira,2018,"Journal of Plant Interactions 13 (1), 248-255, 2018",Journal of Plant Interactions,13,1,248-255
Seaweed polysaccharides as bio-elicitors of natural defenses in olive trees against verticillium wilt of olive,S Aissam,2018,"Journal of Plant Interactions 13 (1), 248-255, 2018",Journal of Plant Interactions,13,1,248-255
Seaweed polysaccharides as bio-elicitors of natural defenses in olive trees against verticillium wilt of olive,Z El Alaoui-Talibi,2018,"Journal of Plant Interactions 13 (1), 248-255, 2018",Journal of Plant Interactions,13,1,248-255
Inoculation of Platanus acerifolia with Ceratocystis fimbriata f. sp. platani induces scopoletin and umbelliferone accumulation,C El Modafar,1993,"Phytochemistry 34 (5), 1271-1276, 1993",Phytochemistry,34,5,1271-1276
Inoculation of Platanus acerifolia with Ceratocystis fimbriata f. sp. platani induces scopoletin and umbelliferone accumulation,A Clerivet,1993,"Phytochemistry 34 (5), 1271-1276, 1993",Phytochemistry,34,5,1271-1276
Inoculation of Platanus acerifolia with Ceratocystis fimbriata f. sp. platani induces scopoletin and umbelliferone accumulation,A Fleuriet,1993,"Phytochemistry 34 (5), 1271-1276, 1993",Phytochemistry,34,5,1271-1276
Inoculation of Platanus acerifolia with Ceratocystis fimbriata f. sp. platani induces scopoletin and umbelliferone accumulation,JJ Macheix,1993,"Phytochemistry 34 (5), 1271-1276, 1993",Phytochemistry,34,5,1271-1276
Inoculation of Platanus acerifolia with Ceratocystis fimbriata f. sp. platani induces scopoletin and umbelliferone accumulation,El Modafar cherkaoui,1993,"Phytochemistry 34 (5), 1271-1276, 1993",Phytochemistry,34,5,1271-1276
Mechanisms of date palm resistance to Bayoud disease: Current state of knowledge and research prospects,C El Modafar,2010,"Physiological and Molecular Plant Pathology 74 (5-6), 287-294, 2010",Physiological and Molecular Plant Pathology,74,5-6,287-294
Mechanisms of date palm resistance to Bayoud disease: Current state of knowledge and research prospects,El Modafar cherkaoui,2010,"Physiological and Molecular Plant Pathology 74 (5-6), 287-294, 2010",Physiological and Molecular Plant Pathology,74,5-6,287-294
Phenolic compounds in date palm cultivars sensitive and resistant toFusarium oxysporum,A Ziouti,1996,"Biologia Plantarum 38, 451-457, 1996",Biologia Plantarum,38,,451-457
Phenolic compounds in date palm cultivars sensitive and resistant toFusarium oxysporum,C El Modafar,1996,"Biologia Plantarum 38, 451-457, 1996",Biologia Plantarum,38,,451-457
Phenolic compounds in date palm cultivars sensitive and resistant toFusarium oxysporum,A Fleuriet,1996,"Biologia Plantarum 38, 451-457, 1996",Biologia Plantarum,38,,451-457
Phenolic compounds in date palm cultivars sensitive and resistant toFusarium oxysporum,S El Boustani,1996,"Biologia Plantarum 38, 451-457, 1996",Biologia Plantarum,38,,451-457
Phenolic compounds in date palm cultivars sensitive and resistant toFusarium oxysporum,JJ Macheix,1996,"Biologia Plantarum 38, 451-457, 1996",Biologia Plantarum,38,,451-457
Phenolic compounds in date palm cultivars sensitive and resistant toFusarium oxysporum,El Modafar cherkaoui,1996,"Biologia Plantarum 38, 451-457, 1996",Biologia Plantarum,38,,451-457
Changes in Cell Wall‐bound Phenolic Compounds and Lignin in Roots of Date Palm Cultivars Differing in Susceptibility to Fusarium oxysporum f. sp. albedinis,CE Modafar,2000,"Journal of Phytopathology 148 (7-8), 405-411, 2000",Journal of Phytopathology,148,7-8,405-411
Changes in Cell Wall‐bound Phenolic Compounds and Lignin in Roots of Date Palm Cultivars Differing in Susceptibility to Fusarium oxysporum f. sp. albedinis,A Tantaoui,2000,"Journal of Phytopathology 148 (7-8), 405-411, 2000",Journal of Phytopathology,148,7-8,405-411
Changes in Cell Wall‐bound Phenolic Compounds and Lignin in Roots of Date Palm Cultivars Differing in Susceptibility to Fusarium oxysporum f. sp. albedinis,EE Boustani,2000,"Journal of Phytopathology 148 (7-8), 405-411, 2000",Journal of Phytopathology,148,7-8,405-411
Changes in Cell Wall‐bound Phenolic Compounds and Lignin in Roots of Date Palm Cultivars Differing in Susceptibility to Fusarium oxysporum f. sp. albedinis,El Modafar cherkaoui,2000,"Journal of Phytopathology 148 (7-8), 405-411, 2000",Journal of Phytopathology,148,7-8,405-411
Differential induction of phenylalanine ammonia-lyase activity in date palm roots in response to inoculation with Fusarium oxysporum f. sp. albedinis and to elicitation with …,C El Modafar,2001,"Journal of Plant Physiology 158 (6), 715-722, 2001",Journal of Plant Physiology,158,6,715-722
Differential induction of phenylalanine ammonia-lyase activity in date palm roots in response to inoculation with Fusarium oxysporum f. sp. albedinis and to elicitation with …,A Tantaoui,2001,"Journal of Plant Physiology 158 (6), 715-722, 2001",Journal of Plant Physiology,158,6,715-722
Differential induction of phenylalanine ammonia-lyase activity in date palm roots in response to inoculation with Fusarium oxysporum f. sp. albedinis and to elicitation with …,ES El Boustani,2001,"Journal of Plant Physiology 158 (6), 715-722, 2001",Journal of Plant Physiology,158,6,715-722
Differential induction of phenylalanine ammonia-lyase activity in date palm roots in response to inoculation with Fusarium oxysporum f. sp. albedinis and to elicitation with …,El Modafar cherkaoui,2001,"Journal of Plant Physiology 158 (6), 715-722, 2001",Journal of Plant Physiology,158,6,715-722
Physiological and biochemical traits of drought tolerance in Argania spinosa,A Chakhchar,2015,"Journal of Plant Interactions 10 (1), 252-261, 2015",Journal of Plant Interactions,10,1,252-261
Physiological and biochemical traits of drought tolerance in Argania spinosa,S Wahbi,2015,"Journal of Plant Interactions 10 (1), 252-261, 2015",Journal of Plant Interactions,10,1,252-261
Physiological and biochemical traits of drought tolerance in Argania spinosa,M Lamaoui,2015,"Journal of Plant Interactions 10 (1), 252-261, 2015",Journal of Plant Interactions,10,1,252-261
Physiological and biochemical traits of drought tolerance in Argania spinosa,A Ferradous,2015,"Journal of Plant Interactions 10 (1), 252-261, 2015",Journal of Plant Interactions,10,1,252-261
Physiological and biochemical traits of drought tolerance in Argania spinosa,A El Mousadik,2015,"Journal of Plant Interactions 10 (1), 252-261, 2015",Journal of Plant Interactions,10,1,252-261
Changes in antioxidant activities and phenol content in tomato plants subjected to partial root drying and regulated deficit irrigation,H Tahi,2008,"Plant Biosystems-An International Journal Dealing with all Aspects of Plant …, 2008","Plant Biosystems-An International Journal Dealing with all Aspects of Plant …,",,,
Changes in antioxidant activities and phenol content in tomato plants subjected to partial root drying and regulated deficit irrigation,S Wahbi,2008,"Plant Biosystems-An International Journal Dealing with all Aspects of Plant …, 2008","Plant Biosystems-An International Journal Dealing with all Aspects of Plant …,",,,
Changes in antioxidant activities and phenol content in tomato plants subjected to partial root drying and regulated deficit irrigation,C El Modafar,2008,"Plant Biosystems-An International Journal Dealing with all Aspects of Plant …, 2008","Plant Biosystems-An International Journal Dealing with all Aspects of Plant …,",,,
Changes in antioxidant activities and phenol content in tomato plants subjected to partial root drying and regulated deficit irrigation,A Aganchich,2008,"Plant Biosystems-An International Journal Dealing with all Aspects of Plant …, 2008","Plant Biosystems-An International Journal Dealing with all Aspects of Plant …,",,,
Changes in antioxidant activities and phenol content in tomato plants subjected to partial root drying and regulated deficit irrigation,R Serraj,2008,"Plant Biosystems-An International Journal Dealing with all Aspects of Plant …, 2008","Plant Biosystems-An International Journal Dealing with all Aspects of Plant …,",,,
Changes in antioxidant activities and phenol content in tomato plants subjected to partial root drying and regulated deficit irrigation,El Modafar cherkaoui,2008,"Plant Biosystems-An International Journal Dealing with all Aspects of Plant …, 2008","Plant Biosystems-An International Journal Dealing with all Aspects of Plant …,",,,
Effect of arbuscular mycorrhizal fungi and phosphate-solubilizing bacteria consortia associated with phospho-compost on phosphorus solubilization and growth of tomato seedlings …,S El Maaloum,2020,"Communications in Soil Science and Plant Analysis 51 (5), 622-634, 2020",Communications in Soil Science and Plant Analysis,51,5,622-634
Effect of arbuscular mycorrhizal fungi and phosphate-solubilizing bacteria consortia associated with phospho-compost on phosphorus solubilization and growth of tomato seedlings …,A Elabed,2020,"Communications in Soil Science and Plant Analysis 51 (5), 622-634, 2020",Communications in Soil Science and Plant Analysis,51,5,622-634
Effect of arbuscular mycorrhizal fungi and phosphate-solubilizing bacteria consortia associated with phospho-compost on phosphorus solubilization and growth of tomato seedlings …,ZE Alaoui-Talibi,2020,"Communications in Soil Science and Plant Analysis 51 (5), 622-634, 2020",Communications in Soil Science and Plant Analysis,51,5,622-634
Effect of arbuscular mycorrhizal fungi and phosphate-solubilizing bacteria consortia associated with phospho-compost on phosphorus solubilization and growth of tomato seedlings …,A Meddich,2020,"Communications in Soil Science and Plant Analysis 51 (5), 622-634, 2020",Communications in Soil Science and Plant Analysis,51,5,622-634
Effect of arbuscular mycorrhizal fungi and phosphate-solubilizing bacteria consortia associated with phospho-compost on phosphorus solubilization and growth of tomato seedlings …,A Filali-Maltouf,2020,"Communications in Soil Science and Plant Analysis 51 (5), 622-634, 2020",Communications in Soil Science and Plant Analysis,51,5,622-634
"Leaf water status, osmoregulation and secondary metabolism as a model for depicting drought tolerance in Argania spinosa",A Chakhchar,2015,"Acta Physiologiae Plantarum 37, 1-16, 2015",Acta Physiologiae Plantarum,37,,1-16
"Leaf water status, osmoregulation and secondary metabolism as a model for depicting drought tolerance in Argania spinosa",M Lamaoui,2015,"Acta Physiologiae Plantarum 37, 1-16, 2015",Acta Physiologiae Plantarum,37,,1-16
"Leaf water status, osmoregulation and secondary metabolism as a model for depicting drought tolerance in Argania spinosa",S Wahbi,2015,"Acta Physiologiae Plantarum 37, 1-16, 2015",Acta Physiologiae Plantarum,37,,1-16
"Leaf water status, osmoregulation and secondary metabolism as a model for depicting drought tolerance in Argania spinosa",A Ferradous,2015,"Acta Physiologiae Plantarum 37, 1-16, 2015",Acta Physiologiae Plantarum,37,,1-16
"Leaf water status, osmoregulation and secondary metabolism as a model for depicting drought tolerance in Argania spinosa",A El Mousadik,2015,"Acta Physiologiae Plantarum 37, 1-16, 2015",Acta Physiologiae Plantarum,37,,1-16
Construction of a genetic linkage map for the olive based on AFLP and SSR markers,AZE Aabidine,2010,"Crop science 50 (6), 2291-2302, 2010",Crop science,50,6,2291-2302
Construction of a genetic linkage map for the olive based on AFLP and SSR markers,J Charafi,2010,"Crop science 50 (6), 2291-2302, 2010",Crop science,50,6,2291-2302
Construction of a genetic linkage map for the olive based on AFLP and SSR markers,C Grout,2010,"Crop science 50 (6), 2291-2302, 2010",Crop science,50,6,2291-2302
Construction of a genetic linkage map for the olive based on AFLP and SSR markers,A Doligez,2010,"Crop science 50 (6), 2291-2302, 2010",Crop science,50,6,2291-2302
Construction of a genetic linkage map for the olive based on AFLP and SSR markers,S Santoni,2010,"Crop science 50 (6), 2291-2302, 2010",Crop science,50,6,2291-2302
Construction of a genetic linkage map for the olive based on AFLP and SSR markers,A Moukhli,2010,"Crop science 50 (6), 2291-2302, 2010",Crop science,50,6,2291-2302
Assemblage of indigenous arbuscular mycorrhizal fungi and green waste compost enhance drought stress tolerance in carob (Ceratonia siliqua L.) trees,A Boutasknit,2021,"Scientific Reports 11 (1), 22835, 2021",Scientific Reports,11,1,22835
Assemblage of indigenous arbuscular mycorrhizal fungi and green waste compost enhance drought stress tolerance in carob (Ceratonia siliqua L.) trees,M Baslam,2021,"Scientific Reports 11 (1), 22835, 2021",Scientific Reports,11,1,22835
Assemblage of indigenous arbuscular mycorrhizal fungi and green waste compost enhance drought stress tolerance in carob (Ceratonia siliqua L.) trees,M Ait-El-Mokhtar,2021,"Scientific Reports 11 (1), 22835, 2021",Scientific Reports,11,1,22835
Assemblage of indigenous arbuscular mycorrhizal fungi and green waste compost enhance drought stress tolerance in carob (Ceratonia siliqua L.) trees,M Anli,2021,"Scientific Reports 11 (1), 22835, 2021",Scientific Reports,11,1,22835
Assemblage of indigenous arbuscular mycorrhizal fungi and green waste compost enhance drought stress tolerance in carob (Ceratonia siliqua L.) trees,R Ben-Laouane,2021,"Scientific Reports 11 (1), 22835, 2021",Scientific Reports,11,1,22835
Use of alginate extracted from Moroccan brown algae to stimulate natural defense in date palm roots,S Bouissil,2020,"Molecules 25 (3), 720, 2020",Molecules,25,3,720
Use of alginate extracted from Moroccan brown algae to stimulate natural defense in date palm roots,Z El Alaoui-Talibi,2020,"Molecules 25 (3), 720, 2020",Molecules,25,3,720
Use of alginate extracted from Moroccan brown algae to stimulate natural defense in date palm roots,G Pierre,2020,"Molecules 25 (3), 720, 2020",Molecules,25,3,720
Use of alginate extracted from Moroccan brown algae to stimulate natural defense in date palm roots,P Michaud,2020,"Molecules 25 (3), 720, 2020",Molecules,25,3,720
Use of alginate extracted from Moroccan brown algae to stimulate natural defense in date palm roots,C El Modafar,2020,"Molecules 25 (3), 720, 2020",Molecules,25,3,720
Differential physiological and antioxidative responses to drought stress and recovery among four contrasting Argania spinosa ecotypes,A Chakhchar,2016,"Journal of Plant Interactions 11 (1), 30-40, 2016",Journal of Plant Interactions,11,1,30-40
Differential physiological and antioxidative responses to drought stress and recovery among four contrasting Argania spinosa ecotypes,M Lamaoui,2016,"Journal of Plant Interactions 11 (1), 30-40, 2016",Journal of Plant Interactions,11,1,30-40
Differential physiological and antioxidative responses to drought stress and recovery among four contrasting Argania spinosa ecotypes,S Aissam,2016,"Journal of Plant Interactions 11 (1), 30-40, 2016",Journal of Plant Interactions,11,1,30-40
Differential physiological and antioxidative responses to drought stress and recovery among four contrasting Argania spinosa ecotypes,A Ferradous,2016,"Journal of Plant Interactions 11 (1), 30-40, 2016",Journal of Plant Interactions,11,1,30-40
Differential physiological and antioxidative responses to drought stress and recovery among four contrasting Argania spinosa ecotypes,S Wahbi,2016,"Journal of Plant Interactions 11 (1), 30-40, 2016",Journal of Plant Interactions,11,1,30-40
